caminho,pasta_raiz,categoria,subcategoria,subpasta,arquivo,extensao,tipo,tamanho_bytes,hash
SQL_SERVER/querys_da_aula/querys_da_aula/querys_da_aula.txt,SQL_SERVER,SQL Server,,querys_da_aula\querys_da_aula,querys_da_aula.txt,.txt,conteudo,424,be4c545a2754975bff0143fbe03614bfa4b988cc291be06d4a08fac5c8febdae
SQL_SERVER/querys_da_aula (6)/querys_da_aula/querys_da_aula.txt,SQL_SERVER,SQL Server,,querys_da_aula (6)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,163,7ae2561ffe1b8fcb9786b22b51d7de2b70d53921b7eeef2715d68cf86a4f1d7e
SQL_SERVER/querys_da_aula (7)/querys_da_aula/querys_da_aula.txt,SQL_SERVER,SQL Server,,querys_da_aula (7)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,163,7ae2561ffe1b8fcb9786b22b51d7de2b70d53921b7eeef2715d68cf86a4f1d7e
POSTGREES/arquivos_necessarios/querys.sql,POSTGREES,PostgreSQL,,arquivos_necessarios,querys.sql,.sql,conteudo,91675,7bf345d445a5f4006b80881d420423c46954279e47fc5bf32ebe4f325a0ec6d7
POSTGREES/ADMINISTRACAO/querys_da_aula/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula\querys_da_aula,querys_da_aula.txt,.txt,conteudo,225,4372877606a32807aa368cae70ae3d6482ff06005e4a64736d18e8fc149c4db9
POSTGREES/ADMINISTRACAO/querys_da_aula (1)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (1)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,609,1a97cb9bda2a1b3f1ae5f93eea27de795c4a164a53c6fb76c8fad89dcd1c7a99
POSTGREES/ADMINISTRACAO/querys_da_aula (10)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (10)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,539,911950feb54b297737d3b3bcf0e1d83e59a982e1f965ed0201bf4373eea43a2e
POSTGREES/ADMINISTRACAO/querys_da_aula (11)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (11)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,67,3b7f214869a0594a4fa1478251f1cd03ae58f1cdbe83a51b74df18c72906cf82
POSTGREES/ADMINISTRACAO/querys_da_aula (12)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (12)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,885,1b6362f7705a8633aa877b51b2e36da23ad1c9ab8d5f51e284ff376c7bf70541
POSTGREES/ADMINISTRACAO/querys_da_aula (13)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (13)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,970,66c3415fb3696401ca458882a55e7bf94cd999a47e3f386fa444ef197c0393da
POSTGREES/ADMINISTRACAO/querys_da_aula (14)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (14)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,815,5032ad43c3296556bc8ad8591c166b5ee539cae0b0c74583c700251d43ac073f
POSTGREES/ADMINISTRACAO/querys_da_aula (15)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (15)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,403,a6d7537224a45934027227590e1c2ce5acc4e627e60500d04ab5c8b060b08ba2
POSTGREES/ADMINISTRACAO/querys_da_aula (16)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (16)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,258,000464b134a471443b0e1120c8b59cd163aca24b7cefc1bc514a019b7475f30d
POSTGREES/ADMINISTRACAO/querys_da_aula (17)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (17)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,54,b294206329694b7f9c221e13cc22b39da9cd33b5de1936b4938e95acaadcd1fd
POSTGREES/ADMINISTRACAO/querys_da_aula (18)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (18)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,162,eee7f6eb1beb6156ff61e5f4da54ebd20a5fb9faea691e515803faab7901cb86
POSTGREES/ADMINISTRACAO/querys_da_aula (19)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (19)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,328,39429ccd8d1dc75ff513c04ce450beb5307474ae8b746d6786681b1e30edf226
POSTGREES/ADMINISTRACAO/querys_da_aula (2)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (2)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,96,7f56181aeb723b15a26ea1fe27ea0951fba4e9448e886e0475ff5f3cbfebac58
POSTGREES/ADMINISTRACAO/querys_da_aula (25)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (25)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,145,3f25603236a3dbf184dd6e757b981caad887186245ea4901aee3094971520a79
POSTGREES/ADMINISTRACAO/querys_da_aula (3)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (3)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,547,b1fc73f837d335462034a4e05b1869b2b5e90958600e7eafab92ca163978a79d
POSTGREES/ADMINISTRACAO/querys_da_aula (4)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (4)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,165,221bd4bbc94ee8ca8c11c118c6f6ed10160fa93e2bfefe0e5cf5d375b2af6911
POSTGREES/ADMINISTRACAO/querys_da_aula (5)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (5)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,741,c7bdf43b7c81dec4a691ba7f33cc09d2cf7274d448752c6063f7805c5c1fc523
POSTGREES/ADMINISTRACAO/querys_da_aula (6)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (6)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,535,d01b0442b47211d6876fad840a153a5686ac9c5e6da986d617c07ef47ebdd99c
POSTGREES/ADMINISTRACAO/querys_da_aula (7)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (7)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,1014,025fa70e27cdcab84e5390bde020fc12739795f49019a17ad2cf109b5070f727
POSTGREES/ADMINISTRACAO/querys_da_aula (8)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (8)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,937,d2939c642da12538cfe24d81c80ef0a84eb122ed8c4a9a1ff4682df658bc9e0e
POSTGREES/ADMINISTRACAO/querys_da_aula (9)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,ADMINISTRACAO\querys_da_aula (9)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,384,858fd0e2c53853b10e05820c9bbd6cb2375b8b93d4257749ef8431d98a0fa397
POSTGREES/arquivos_da_aula/arquivos_da_aula/modelo_logico_aula_174.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula\arquivos_da_aula,modelo_logico_aula_174.brM3,.brm3,dado,30591,cb9af5541b72ce5c41eb84d4c1181de3a1c0f774e5297916719bd1478428addf
POSTGREES/arquivos_da_aula/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,1505,27a1166771ea4e0fa57eded6f3cdf2ed5d51690a1713e9f7e24cc2ef7eb27204
POSTGREES/arquivos_da_aula (1)/arquivos_da_aula/modelo_logico_aula_187.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula (1)\arquivos_da_aula,modelo_logico_aula_187.brM3,.brm3,dado,81947,fa7bf6aeb85f3ae878985bbaa7ef1079804069232ddbd0896db86c941a5a5375
POSTGREES/arquivos_da_aula (1)/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula (1)\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,2970,23038b2b7e02d46c4f152a0d131f7ed2ae833a76af2a2ee2ab9e4a172db9f14b
POSTGREES/arquivos_da_aula (2)/arquivos_da_aula/modelo_logico_aula_188.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula (2)\arquivos_da_aula,modelo_logico_aula_188.brM3,.brm3,dado,93945,c723190a4729b2ba6a84a38cde786d72ec00cb2fd8edb71f32df465fdb633d0a
POSTGREES/arquivos_da_aula (2)/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula (2)\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,585,4774f64d08451d2c2e836c1eb21976d21d078d91153a259798fcf44f3b2109c0
POSTGREES/arquivos_da_aula (3)/arquivos_da_aula/modelo_logico.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula (3)\arquivos_da_aula,modelo_logico.brM3,.brm3,dado,95996,db998264a4a74562242dbd89acfb0b48b1a91094601aa837c16e1e9db6570a7c
POSTGREES/arquivos_da_aula (3)/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula (3)\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,1124,6a59d29a357f84ad283860637435372ce1f7c1c6d7d70fc9434543bc0e07d009
POSTGREES/arquivos_da_aula (4)/arquivos_da_aula/modelo_logico.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula (4)\arquivos_da_aula,modelo_logico.brM3,.brm3,dado,98358,d57f0635ebf03615888bb809f98ea5aed8cf4e57df50e8e7bc053e26a4704eec
POSTGREES/arquivos_da_aula (4)/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula (4)\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,1524,60f2c7f9ee0d68a27a1379997f1e959145239f4340c4093cf1a411d4f878cc23
POSTGREES/arquivos_da_aula (5)/arquivos_da_aula/modelo_logico.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula (5)\arquivos_da_aula,modelo_logico.brM3,.brm3,dado,109561,965b3545ce88cddd34426a42a4f7542912d030bb15c89b0bd074a7c2d6f0e7ae
POSTGREES/arquivos_da_aula (5)/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula (5)\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,1126,80501a26c5012c74975a22640b9e56a723c2d05c19cc5b557e68c49fb10aee8d
POSTGREES/arquivos_da_aula (6)/arquivos_da_aula/modelo_logico.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula (6)\arquivos_da_aula,modelo_logico.brM3,.brm3,dado,121443,f5ccd038c86144356d3610be4d7eb0bd3bd3a623f6dacc6dc65a880b1551ad04
POSTGREES/arquivos_da_aula (6)/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula (6)\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,1028,b257eb98c34ea5b1c13dadd210cecbdb2c617e2a6a30badfe581b8dea7a16ac9
POSTGREES/arquivos_da_aula (7)/arquivos_da_aula/modelo_logico.brM3,POSTGREES,PostgreSQL,,arquivos_da_aula (7)\arquivos_da_aula,modelo_logico.brM3,.brm3,dado,126862,a3b449b1016e41222ff5c468899bb34347759e8dc341a2ca4abe8e3ebbdac85d
POSTGREES/arquivos_da_aula (7)/arquivos_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,arquivos_da_aula (7)\arquivos_da_aula,querys_da_aula.txt,.txt,conteudo,72,ccdb183d26ec923a818f0bc3af767a1e5f9c3bbf753ca1660e60d66bf7903434
POSTGREES/querys_da_aula/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula\querys_da_aula,querys_da_aula.txt,.txt,conteudo,92,acade1b7c846c149a69e4c5119f02feb02333f3afd18a90bea85e6498a2e9e27
POSTGREES/querys_da_aula (1)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (1)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,295,8d8db0560d780bd782d1d9a19702020a6e512a5589d497b33e0c39b20f3e22ed
POSTGREES/querys_da_aula (10)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (10)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,1357,c8c026a5f2bc398174743266960d0dbad061d1c306a9e1c50f5e0e20bec55a88
POSTGREES/querys_da_aula (11)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (11)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,204,d19ccda78ace3f70e21ba962616dc9c548890c155cce28d7af4838003c83e176
POSTGREES/querys_da_aula (12)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (12)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,281,9052c0442d25fc73412da05d8e6668709cfc1fd501fb3837e23baedcf56cc00e
POSTGREES/querys_da_aula (13)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (13)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,423,bc08df449a2e26a4d2cc8371ea02311c7e083d0999f7ce82c8c9a933af077150
POSTGREES/querys_da_aula (14)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (14)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,318,275b3c30d86e078746975950e3a34dfa5da70f31379ffec2e92c547077cd09e9
POSTGREES/querys_da_aula (15)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (15)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,850,ca92b29ea4b4de2cea50793bcaf378a96972ff926520a61f87c80fd13f96f5df
POSTGREES/querys_da_aula (16)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (16)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,1561,4edec5961ee7cbe98b2ae7a11a2580690d50ea274f7bc1c15725c7024c972b2e
POSTGREES/querys_da_aula (17)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (17)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,12323,7b3c83335ab4cef345b6f45a4e433fb1b651a03ddeb17a8c38c2661db964f7a8
POSTGREES/querys_da_aula (18)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (18)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,737,4c146807cd40b8e34d6c727df655dcc5fa48618ee028dab9b3b7842649781f3b
POSTGREES/querys_da_aula (19)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (19)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,523,3d7ddce464631f6f9dd7dabed6ddfc7f68a4be8adba2109abdcfbae4a0baa3bc
POSTGREES/querys_da_aula (2)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (2)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,407,9c4db1dc8964db2c835f5766c1bc01a298c4b42aa0fad6d9840223f635e86579
POSTGREES/querys_da_aula (20)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (20)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,322,e31003a9c3156e836a8cbd0285ffbbff13baed3109b93527c275695cfae8539a
POSTGREES/querys_da_aula (21)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (21)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,201,109a32871cf5ce3f54da77d2d0327762feffe713c42ccb4417b8a4576de2d3a0
POSTGREES/querys_da_aula (22)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (22)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,424,65a3ae4953101ca1c5b4ce0ed0847b6a8f1d2ca8822d1c18fca3620f6a1adacf
POSTGREES/querys_da_aula (23)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (23)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,479,73b135f10d17862acb9b69aa541cdf881c504e65f04f271c38144b888786ec34
POSTGREES/querys_da_aula (24)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (24)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,108,d4f7572d9f66de3a34d955ffc43819356d494c6b66b7c319652ea6fc1e626a4c
POSTGREES/querys_da_aula (3)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (3)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,128,d0caf4c147c20958797a3356aa674c0a77e4ffb31e6e67a30efec1381ebc2348
POSTGREES/querys_da_aula (4)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (4)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,1278,d13787c7a54c1160d0751812af1076719d2a00acac84ad56938bf69a4c21b101
POSTGREES/querys_da_aula (5)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (5)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,958,2d6cae1f59287309ad82a6ffb8472ba76e124942511e1e999568a5122aa7261f
POSTGREES/querys_da_aula (6)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (6)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,870,a76d69748e44c889d06d717ea45d457959346ea75bc98e3ca3d4ad99b1b41be6
POSTGREES/querys_da_aula (7)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (7)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,226,dcb3534eafe5f996eaf872aaeef4d7b19f0af8106f0010aaf70f017a4b44e307
POSTGREES/querys_da_aula (8)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (8)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,561,ca1d1ed3ded9dc38097d97de5bf7e679b742295bec389529ebaba3d27566af96
POSTGREES/querys_da_aula (9)/querys_da_aula/querys_da_aula.txt,POSTGREES,PostgreSQL,,querys_da_aula (9)\querys_da_aula,querys_da_aula.txt,.txt,conteudo,942,c9537333af5dbd51d0c0f4918f730ea5ea04de8fb3a625c0438a534454fe5247
Estatistica_DS/estatistica.ipynb,Estatistica_DS,Estatística,,,estatistica.ipynb,.ipynb,conteudo,203797,d2bff6ae641aeb09ca2a9228c235d6a0da7061365a42ef6ec0289ea76d1f2959
Estatistica_DS/Estatística.pptx,Estatistica_DS,Estatística,,,Estatística.pptx,.pptx,conteudo,491715,0e49a1be5d3f9111d0247ab3e6b5e2a775a959fa5ac8593c5507f7f49d795e2c
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/.DS_Store,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning,.DS_Store,,outro,10244,7703ba6038fe57193ee38255661df863674ee8e151412d4be8c74ef098d729cb
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/ad.data,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,ad.data,.data,dado,10275015,65389b881d170ec7342630d70b45f4176e79c55e6c770c52619de5de9bab9eac
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/autos.csv,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,autos.csv,.csv,dado,68439217,77f0e8d15c0543ae6f9a1c4231944b71e85828bb6d98a86aa40b6fa10dda207f
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/census.csv,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,census.csv,.csv,dado,4007025,4d02a845cc880a3a5e61d80bdfda1a4f8e0c122ad7356cf0fb966a30762f36b4
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/Comandos-R.txt,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,Comandos-R.txt,.txt,conteudo,323,761fa4c795bc1b8e84f990c6307b78d8d55c4aa9c2bc724c21881b81ec97186d
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/credit_data.csv,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,credit_data.csv,.csv,dado,119811,41917db5ca1a77a252a6708baaa5e09978be2a0bccbef57452b536bdd762d559
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/csv_result-ebay_confianca_completo.csv,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,csv_result-ebay_confianca_completo.csv,.csv,dado,6691554,4095264a8160cc1f1754aebd8f5726209c5d8f386959fe9095dbb1fccf32b6bd
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/F+table.xlsx,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,F+table.xlsx,.xlsx,dado,32895,1962a99e767c04df2b126538001247c201ceee98faa15310cff32026557ad2a9
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/house_prices.csv,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,house_prices.csv,.csv,dado,2515205,09648759ed8244756816af53e9445565c2b26b2d03fae88474836bdee524eab9
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/resultados_rank_nemenyi.csv,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,resultados_rank_nemenyi.csv,.csv,dado,248,629026875397e5633400763c7672590f587c3dab30192eb9927c22c020317964
Estatistica_DS/Estatística+para+Ciência+de+Dados+e+Machine+Learning/Bases de dados/T-Table.xlsx,Estatistica_DS,Estatística,,Estatística+para+Ciência+de+Dados+e+Machine+Learning\Bases de dados,T-Table.xlsx,.xlsx,dado,12267,3768922b509572e78854dd68d86d4e3f8723f32d8bc71cdcefc14fc49ad03851
